post1,post2,label
"HI Pinks ... 
Here I go again.  4 months into my diagnosis and still doing the test mambo!  I had a CT Scan 2 weeks ago that show lung nodules.  Went to a thoracic surgeon because the radiology report said ""concern for pulmonary mets"".  The surgeon said the nodules are small (less than 7mm) but one of the nodules was semi solid.  He spoke to my med onc who said that her course of treatment would not change even if this is cancer.  Meaning, rads and HT.  My cancer is ER+.  Anyway, I saw the rad onc last Thursday and asked him if I could take Arimidex while doing radiation.  He said NO.  So I explained why my med onc said to go ahead and start taking it.  He then decided to talk to my med onc and they both came to the conclusion that a PET/CT Scan is in order.
I've had panic attacks and can't sleep or eat.  I so scared.  My med onc did TRY to say Stage IV a couple of times and I kept interrupting her.  I DID NOT WANT TO HEAR THAT.  
Is Stage IV curable?  I can't believe I am asking this question.  I have asked God to help me cope because I honestly believe the scan will light up like a Christmas tree.  I have pain in my ribs that have me doubling over.  
Please send the pink bus and some prayers.  OH ... and the biggest box of tissues you can find.
xoxoxo
Scared PINKLESS","I'm so glad I found this message and read all the posts. Unlike most of you I already went through menopause at age 50 and I'm now 61 fighting bc. To this day I say menopause was the worse time of my life. I cried all the time, had terrible mood swings and debilitating hot flashes! Oh, and the kicker - I gained 80+ lbs especially around my middle. Of course, I quit a 38 year smoking habit too! My gyn put me on Effexor with no results. A psychiatrist put me on Wellbutrin which helped with the moods but not the hot flashes. I was on Wellbutrin until 3 months ago. So after suffering for years and having 2 sisters dx with bc I still decided to go on a low dose hrt. I guess you know how that turned out. I had bilateral mastectomies June 22 and will see the oncologist July 19 to discuss what oral pill to take for 5 years. One sister took Tamoxifen and another took Arimidex depending on pre or post menopause. Neither of them took antidepressants. So far I've been ok in coping with my loss. However, I don't know how I'll feel emotionally after starting oral medication for the next 5 years. WOW - I'M HAVING A HOT FLASH RIGHT NOW! Ok, time will tell but definitely ask your oncologist to prescribe something/anything that will help you cope.
Char",0
"I started rads 1 week after last chemo and started Femara 1 week after starting rads.   Both Chemo and Rads Drs wanted me on it ASAP being IBC.
I'm Stage 3 IBC so haven't dealt with mets but there are several here who have quite a long history.  I know you want to believe that what you've been through and go through will ""cure"" you BUT in today's world there is no CURE for cancer - the best we get is No Evidence of Disease (NED) which may last til you die at 110 or get gored running the bulls at Pamploma (sp?).
Have pain in an area does not mean the worst.  I've recently had some pain along my upper arm bone and there is a 'knot' and I convinced myself that it was a met. Saw my PA and it is a small muscle tear at the attachment site.  We do let our minds play games with us sometimes.
We all hear things we don't WANT to - that's why it is important to take someone with you in many cases.   ","I have been taking Zanaxx a few times a day since i was diagnosed on 4/8/10. I just finished 4 rounds of AC on 7/1/2010, I will start 12 weekly rounds of Taxol on 7/16/10. But this last week and still today, I am wanting to cry all the time, I have been very positive and strong and going to fight this cancer and win...but the last few days, I am feeling like it is not going to work, it will come back and I will die young and leave my kids and husband alone?
What is wrong with me, I have had a good day today, so I decided to post, my friend said maybe you need something else to  help you with your emotions? Any advice?  I know it is not good to have negative thoughts, but I have had a few of those days, It is not like me to be so poor me and negative? I have also been pushed by chemo into menopause too, so I am sure that don;t help. I want to feel like the fun loving do it all mom again, and the loving wife who wants to have sex..that is the last thing i want to do....I am a mess since this last round of AC, I have been pretty strong and positive..what happened?
What do you take med wise to help with the depression and emotional mood swings?",0
"THANKS for making me laugh Rague(get gored by running bulls?)  Priceless!!! LOL  I have a hard time with ""Let's wait and see"".  Hubby ""seems"" to not worry.  He has a  practical point of view ... even with cancer.  He is one of those tough love kind of characters.  Right now, I need to be coddled and swathed in warmth of love and light.  Is that so wrong?  
Anyway, I had the scan yesterday.  Froze my azz off!  I was told the results would be available at night, which means the doc will/should have them today.  I don't think I will hear anything until after Christmas IF the news is not good.  Oh well ... trying to keep my chin up and have myself a Merry Little Christmas NOW.  
Love to you and yours
Merry Christmas","I'm so glad I found this message and read all the posts. Unlike most of you I already went through menopause at age 50 and I'm now 61 fighting bc. To this day I say menopause was the worse time of my life. I cried all the time, had terrible mood swings and debilitating hot flashes! Oh, and the kicker - I gained 80+ lbs especially around my middle. Of course, I quit a 38 year smoking habit too! My gyn put me on Effexor with no results. A psychiatrist put me on Wellbutrin which helped with the moods but not the hot flashes. I was on Wellbutrin until 3 months ago. So after suffering for years and having 2 sisters dx with bc I still decided to go on a low dose hrt. I guess you know how that turned out. I had bilateral mastectomies June 22 and will see the oncologist July 19 to discuss what oral pill to take for 5 years. One sister took Tamoxifen and another took Arimidex depending on pre or post menopause. Neither of them took antidepressants. So far I've been ok in coping with my loss. However, I don't know how I'll feel emotionally after starting oral medication for the next 5 years. WOW - I'M HAVING A HOT FLASH RIGHT NOW! Ok, time will tell but definitely ask your oncologist to prescribe something/anything that will help you cope.
Char",0
"I started rads 1 week after last chemo and started Femara 1 week after starting rads.   Both Chemo and Rads Drs wanted me on it ASAP being IBC.
I'm Stage 3 IBC so haven't dealt with mets but there are several here who have quite a long history.  I know you want to believe that what you've been through and go through will ""cure"" you BUT in today's world there is no CURE for cancer - the best we get is No Evidence of Disease (NED) which may last til you die at 110 or get gored running the bulls at Pamploma (sp?).
Have pain in an area does not mean the worst.  I've recently had some pain along my upper arm bone and there is a 'knot' and I convinced myself that it was a met. Saw my PA and it is a small muscle tear at the attachment site.  We do let our minds play games with us sometimes.
We all hear things we don't WANT to - that's why it is important to take someone with you in many cases.   ","I am again crying as I type, but this time they are tears of joy for the amazing overwhelming support I was and get from this group. I wish I could reach out and hug everyone on this site. Wish we all could get together in person, it would truly be the best Family reunion ever...
I had my friend at work come yesterday with his wife and they prayed with me and did a healing prayer too. I felt so much better last night, and to day too. No tears or sad thought (except now, with my happy tears) I had a sad thought last night, and I blocked it out and did not cry, it worked. God truly gave me the strength last night and blessed me with positive thoughts.
I will not be taking the drug heparin or whatever it was a few of you mentioned. I was on Lexapro before for about a year and it was great..I think I will call my Onc Nurse on Monday and see if I can get a script for Lexapro or whatever they suggest, because I take my Zannaxx every day, and I don't want to get addicted to them.
I bought a new dress and my hubby and I are going out for a nice dinner this weekend, do some shopping and buy new bedroom furniture for my son's bedroom. We are re-doing it for his birthday, it is a surprise, my kids are at my mom and dad's lake house for the week. So i have to step it up, pull myself out of this and GIT UR DUNN!! LOL before chemo on 7/16 (first of 12 weekly rounds of Taxol) Scared of this new drug and how I will feel?
Thank you all so much. XOXOXOX",0
"HI Pinks ... 
Here I go again.  4 months into my diagnosis and still doing the test mambo!  I had a CT Scan 2 weeks ago that show lung nodules.  Went to a thoracic surgeon because the radiology report said ""concern for pulmonary mets"".  The surgeon said the nodules are small (less than 7mm) but one of the nodules was semi solid.  He spoke to my med onc who said that her course of treatment would not change even if this is cancer.  Meaning, rads and HT.  My cancer is ER+.  Anyway, I saw the rad onc last Thursday and asked him if I could take Arimidex while doing radiation.  He said NO.  So I explained why my med onc said to go ahead and start taking it.  He then decided to talk to my med onc and they both came to the conclusion that a PET/CT Scan is in order.
I've had panic attacks and can't sleep or eat.  I so scared.  My med onc did TRY to say Stage IV a couple of times and I kept interrupting her.  I DID NOT WANT TO HEAR THAT.  
Is Stage IV curable?  I can't believe I am asking this question.  I have asked God to help me cope because I honestly believe the scan will light up like a Christmas tree.  I have pain in my ribs that have me doubling over.  
Please send the pink bus and some prayers.  OH ... and the biggest box of tissues you can find.
xoxoxo
Scared PINKLESS","Welcome sweetie!  I am so very sorry to hear about your battle with this &**%% disease!  You have found an excellent and safe place to come and vent.
I was originally diagnosed in 1987 (Stage 3 at age 33) and have been Stage 4 since 2005 (spread to lung and ribs).  This year, I had to quit working after the cancer also spread to my liver.  I am on herceptin/perjeta now for life (or until it quits working).  I have dealt with chronic cancer for a long, long time and I am here for you!  Keep fighting and remember that none of us comes with an expiration date.  I plan for the worst but then enjoy every day I have left.  Big ((((hugs))))!!!!",0
"Hi Mary,
That is interesting that the rad oncologist said no to doing this hormone therapy during radiation.  I really would like to know why.  Did you ask him?I began Arimidex during my radiation treatments with no ill effects.  Since radiation is a local treatment and Arimidex is a systemic one, I don’t understand his reasoning.  Arimidex isn’t toxic, it just blocks estrogen.
Mary, Stage IV or metastasis to a major organ (lungs, liver, bones, brain) does not have a cure.  There are many, many new treatments in the works including the new vaccine that is still in trial but looks immensely hopeful.  
Years ago on my first forum, a lady joined who had bones, liver and lung metastasis, stage IV at diagnose.  She live 10+ years with this disease.  She worked right up to the last few years when treatment finally began taking there toll.  She travelled and lived life to the hilt.  When they found lung, lining mets in 2008, I began going through my old forums archives.  Looking up anyone who had the same diagnose, especially those with ER+.  I found Jane, but her post sort of just ended, I figured she had died.  Then I went to forums for those who have mets and lo and behold there was Jane posting.  I followed her for about 1 1/2 years without contacting her.  Then she posted that she was tired of this never ended disease.  I sent her a private email to let her know just how uplifting it was for me to find her doing so well.   We wrote for quite a while and eventually lost her battle.  The point is she lived with all three areas of involvement for 10+ years.
Am very happy to read that they are finally giving you a  PET/CT and stop the guessing game.  
No one knows when their number is up.  We all learn to cope with the disease in our own unique way.  We do all we can to give us the best odds.  You will find a way to deal with it Mary.  
Wishing you the best in hopes that it will be something else. 
Best,
Doris","Happy Mothers day!!
I have stage 4 breast cancer and have been in treatment for 2 years. This is my second time around, had stage 1 in 2008. I'm so glad to have found a place to talk to survivors and understand what I'm going through. I'm still working,but trying to get on SS disability. Just had a petscan and cancer is stable but still active,I was told I would always be in some sort of treatment. Does anyone one else have chronic cancer? It was hard to hear, I'm only 48.
 Have a blessed day!!!",0
"Hey lady...
The answer to your question ~~~That is interesting that the rad oncologist said no to doing this hormone therapy during radiation. I really would like to know why. Did you ask him? ~~~ He said that with both of these treatments there are similar symptoms.  He says if I had problems with, say, pain, he wouldn't know if it was the rads or the drugs.  Of course, NOW that he is aware of the potential for mets, he probably won't have a choice.  
The scan was uneventful.  Just too long to be sitting around and, dayum, it was cold!!!  
You know, sometimes I just feel so inferior to others who are and have gone through this.  It's like, I can't get cancer right!  I am not saying this to anyone on this board.  It's the people around me.  I've basically stopped updating my family.  They seem too busy to even call and ask ""how are you?""  Can you imagine telling them this could be Stage IV?  I don't want the heartache of hearing phoney baloney coming from their mouths.  ACTING like they care.  I am sure they do, but they don't know how to show it ""like a girl"". I think that's where most of my fear comes from. Family is so very important to me.  And by family I mean 7 brothers, 1 sister, my dad, 5 sis in laws, 1 bro in law and 23 nieces and nephews.  
 I have been strong since the day I was born.  This is most definitely the hardest curve ball thrown at me so far.   But I know once I have all the information to fight, I will do just that.  How can I fail?  I have an even larger family now.  The Pink Ladies and the magical bus!
It's still unimaginable to me that this all started just 4 months ago.  I feel like I am caught in the vortex of a cyclone.  It's just sucking the air out of me and won't let go.  I pray every night to my Lord that He give me strength to cope.  That's all.  I am not asking for a miracle.  Although, I would gratefully accept one if He chose to send one my way.  8*)  
Learning from you and ALL of my pink friends that this may not be a death sentence has truly made my day brighter.  I can do this.  I can do this.  I can do this.  Kinda like the little train ""that could"".
I sent you an email but am so happy you checked into the forum.
Blessings sent to you this Holiday Season.  
xoxo
Mary","Welcome sweetie!  I am so very sorry to hear about your battle with this &**%% disease!  You have found an excellent and safe place to come and vent.
I was originally diagnosed in 1987 (Stage 3 at age 33) and have been Stage 4 since 2005 (spread to lung and ribs).  This year, I had to quit working after the cancer also spread to my liver.  I am on herceptin/perjeta now for life (or until it quits working).  I have dealt with chronic cancer for a long, long time and I am here for you!  Keep fighting and remember that none of us comes with an expiration date.  I plan for the worst but then enjoy every day I have left.  Big ((((hugs))))!!!!",0
"Hi Mary,
That is interesting that the rad oncologist said no to doing this hormone therapy during radiation.  I really would like to know why.  Did you ask him?I began Arimidex during my radiation treatments with no ill effects.  Since radiation is a local treatment and Arimidex is a systemic one, I don’t understand his reasoning.  Arimidex isn’t toxic, it just blocks estrogen.
Mary, Stage IV or metastasis to a major organ (lungs, liver, bones, brain) does not have a cure.  There are many, many new treatments in the works including the new vaccine that is still in trial but looks immensely hopeful.  
Years ago on my first forum, a lady joined who had bones, liver and lung metastasis, stage IV at diagnose.  She live 10+ years with this disease.  She worked right up to the last few years when treatment finally began taking there toll.  She travelled and lived life to the hilt.  When they found lung, lining mets in 2008, I began going through my old forums archives.  Looking up anyone who had the same diagnose, especially those with ER+.  I found Jane, but her post sort of just ended, I figured she had died.  Then I went to forums for those who have mets and lo and behold there was Jane posting.  I followed her for about 1 1/2 years without contacting her.  Then she posted that she was tired of this never ended disease.  I sent her a private email to let her know just how uplifting it was for me to find her doing so well.   We wrote for quite a while and eventually lost her battle.  The point is she lived with all three areas of involvement for 10+ years.
Am very happy to read that they are finally giving you a  PET/CT and stop the guessing game.  
No one knows when their number is up.  We all learn to cope with the disease in our own unique way.  We do all we can to give us the best odds.  You will find a way to deal with it Mary.  
Wishing you the best in hopes that it will be something else. 
Best,
Doris",Thank you for your very kind words. My cancer has spread to lungs and lymph nodes in my chest. My chemo drugs will keep changing as well when one stops working. You are a very inspiring person and sending positive thoughts and prayers your way!!!,0
"So I was diagnosed on 2/17 stage 4, two lumps in my right breast, lymph node involvement and several plaques on the lining of my right lung that caused a plueral effusion to fill the space between the linings of the lung with fluid. I had two 'taps' each about 2 liters, about a week apart and then started on the four cycles of chemo that my onc prescribed. I have had 3 of those cycles thus far and have had a growing need to know where we are headed next. I am not looking for a timeline (knowing tests after the cycles are complete may mean more chemo) but more of a flow chart...if the lung is clear am I headed right for surgery, masectomy, or radiation first...then move onto the breast issues. When I ask the onc he sighs, reads his monitor and says he will refer to surgeon...on my last visit he asked me what drugs I was getting at chemo, this week he congratulated me on my upcoming 4th cycyle and I reminded him it was just my third. He often refers to another doc located at the cancer center that he consults with. My feeling is he hasn't seem much breast cancer and the other guy is the guru...my guy seems more like a medical student than the one in the drivers seat. One appt. was over and I wondered if we should check the fluid levels in my lungs...he said good idea...I asked if that would be an xray or cat scan..he said xray...I asked if I should get one that day....this is kind of how the appts. go...I am concerned that if I don't know the questions to ask or the nudges to nudge things will get missed. Thinking of switching over to the guru who is at the cancer center even though they are in the same practice...
It just seems to me that there should be some kind of master flow chart or plan that when we accomplish this we will go to that....or maybe they don't think they will get the lungs cleared up? Don't hear as many survivor stories from stage 4 BC...so is that it....
looking for some way to get my hands around this
thanks","Hi Jan:
Good God Almighty - YES! The good news is that it went back to normal within about 3-4 months. I agree with Kathi -- I think the hair is doing its own little Happy Dance because I think it misses us as much as we missed it!  
Although mine was light, it made me very selfconscious, so I had it waxed each month until it went back to normal. And don't be silly like me and try to wax it at home . . . what a mess that was. Pay to have it done professionally and save yourself pain and frustration. And don't worry -- it WILL go back to normal! 
Kim
",0
"The one thing I was most thankful for was that I had/have total faith in my Dr.  I had a series of abnormal biopsies but not cancer before I was actually diagnosed.  When the real diagnosis came I was relieved I wasn't going to have to go searching for a surgical oncologist. My peace of mind came directly from those whom I put my faith and life into.  This is a journey with many twists, over mountains, under water, through swamps, you name it but do ask for a team meeting with the docs as someone needs to be the pilot.","I finished my last chemo Apr 5th and since then I've had 2 people comment on my facial hair.  I've always had very fine light facial hair that most women have, but this stuff is either longer or thicker.  At any rate it's enough to warrant comments.
How flipping depressing!  Not bad enough that I now look like I'm 70 yrs old....... oh no, I know lots of 70 year olds that look better, never thought I would have to worry about more facial hair. The things they don't tell you about.
Has anyone else had this problem?  Does it come back strange after waxing or shaving?
I was already post menopausal when diagnosed and other than a couple of renegade hairs, it was quite acceptable.
Lesley, I have the book about the owl and have read it a few times.  It's good.
I actually lived not far (as the crow flies) from Kingcome Inlet on a remote island for about  a year and a half working at the hospital.  Fly or boat in only.
It was great and all the inconveniences only added to the charm.
Anyways, I'll now go and comb my face before going out :)
cheers to all
jan",0
amen...thanks for hearing me,"Hi Jan:
Good God Almighty - YES! The good news is that it went back to normal within about 3-4 months. I agree with Kathi -- I think the hair is doing its own little Happy Dance because I think it misses us as much as we missed it!  
Although mine was light, it made me very selfconscious, so I had it waxed each month until it went back to normal. And don't be silly like me and try to wax it at home . . . what a mess that was. Pay to have it done professionally and save yourself pain and frustration. And don't worry -- it WILL go back to normal! 
Kim
",0
"The one thing I was most thankful for was that I had/have total faith in my Dr.  I had a series of abnormal biopsies but not cancer before I was actually diagnosed.  When the real diagnosis came I was relieved I wasn't going to have to go searching for a surgical oncologist. My peace of mind came directly from those whom I put my faith and life into.  This is a journey with many twists, over mountains, under water, through swamps, you name it but do ask for a team meeting with the docs as someone needs to be the pilot.","You gals have a great sense of humour.  I'll not worry anymore.  I feel more confident that it will settle down in a few months.
Thanks for all your help.
",0
"hello friends,
for all you who wished me well today with my 5th treatment thanks..but i will try for it on Fri. instead. (right along with mimi and moopy who go on friday. My white platelets were to low so they gave me a shot..they said it is the fast acting form of nuelasta shot, and it takes it from the bone marrow. I have never had either the nuelasta or this..and wonder if i will have side effects. Right now i'm just really tired. exhausted in fact.
I did get the down low on my colonoscopy/barium enema/xray though and they found nothing. Thank God. the first one they tried and didn't finish the Surgeon said there were pulips he would remove next time. Well there were none. I wonder if the chemo killed them?
Oh well i guess i will just hope for the best that my  shot does the trick and i can get the chemo on Friday. I was really dissapointed but the chemo NR. said i would be very prone to infections if i did not have the shot.
hugs
jackie","In March a new cancer appeared in my remaining breast and it was felt that tazmoxifen failed me and Femara was prescribed.  I have had not ill effects from this and from what I have read about it, it has had better results than tamoxifen.  Femara treats the whole body as tamoxifen mostly breast cancer.  I only pray for no more cancer and for my guardian angles to keep me safe!
",0
"I finally got my first chemo last Wed - April 1.  I started off with 2 Anti Nausea medications - Aloxi (good for 3 days) and Decadron....followed by Avastin (clinical trial)...he then asked me to put the ice chips in my mouth to cool off my mouth and throat (in preparation of the Adriamycin), while I was doing this he gave me 2 more medications - Emend and Heprin.....then he gave me the Adriamycin and Cytoxan.  After the Chemo, he gave me 2 prescriptions, Zofran if I end up vomitting at home and Claritin for the Neulesta shot that I was going to have the next day.  Neulesta's effect is bone aches because the medication goes inside our bone marrow and will force the bone marrow to produce the white cell...that is the reason why we feel the pain in our bones and joints.  Study shows Claritin is really effective for those bone aches.  So far, I have not taken both Zofran and Claritin as I am tolerating the pain.  in my situation, I only noticed that my bones aches when I am lying down but when I am up and walking, not so much...well, I guess we all have different experiences.  
The Taxol will be given after the 4 cycles of A+A+C.  My taxol will be 12 weeks - once a week and the reason why its given on a weekly basis its because its given to you in smaller dosage and he said its more effective.  
I have to go in the lab every monday for tests in my blood, urine, kidney, etc. until I am done with Chemo.  
I am really happy for you, Moopy and Mimivac cuz you are almost done with your treatment.
Can I ask you a question?  I have been drinking lots of water right now (some people say at least 8 glasses of water a day)....Do I drink a lot for 3 -4 days after Chemo or drink a lot til Chemo ends.  Please advise.
Joy",Is anyone taking Femara?  Its a newly developed drug that replaces Taxmoxifen.  I have had embolism before and was put of Femara.  Only side effect that occurred was muscle pain after my surgery for permanent implants. Does anyone know more about this drug?  ,0
"Glad you got the first one over, that one is the toughest. I had my fifth one today and it has gotten better each time. mainly because i have learned how to deal with side-effects. Keep posting on this board of amazingly supportive sisters, we will all be here for you night or day so please keep us posted. 
Like Moopy said drink LOTS of water I drink almost 4 liters a day everyday! but i love water. I had mouth burning also. Fluids and lots of them help. I like to suck on fruit popsicles and i eat way to much icecream!!! Try to avoid spicy foods and anything with alot of citric acid ..I love,love,love tomatoes but i'll have to wait until i'm done and my garden is growing.(not long now!!)
I also get my blood drawn once a week. This is a good thing since i have not had to have the nuelasta shot until this last time. And by the way super-shot worked wonderful and i didn't even have any bone aches. My counts were very good today.They do always give me claritin and anti nausea meds infusion before ea. treatments. I started out taking the compazine when i got home but found i didn't need it after the first treatment and the ativan worked better. I only need that for a few days though.
sweet and peaceful dreams to you tonight.
jackie","In March a new cancer appeared in my remaining breast and it was felt that tazmoxifen failed me and Femara was prescribed.  I have had not ill effects from this and from what I have read about it, it has had better results than tamoxifen.  Femara treats the whole body as tamoxifen mostly breast cancer.  I only pray for no more cancer and for my guardian angles to keep me safe!
",0
"I finally got my first chemo last Wed - April 1.  I started off with 2 Anti Nausea medications - Aloxi (good for 3 days) and Decadron....followed by Avastin (clinical trial)...he then asked me to put the ice chips in my mouth to cool off my mouth and throat (in preparation of the Adriamycin), while I was doing this he gave me 2 more medications - Emend and Heprin.....then he gave me the Adriamycin and Cytoxan.  After the Chemo, he gave me 2 prescriptions, Zofran if I end up vomitting at home and Claritin for the Neulesta shot that I was going to have the next day.  Neulesta's effect is bone aches because the medication goes inside our bone marrow and will force the bone marrow to produce the white cell...that is the reason why we feel the pain in our bones and joints.  Study shows Claritin is really effective for those bone aches.  So far, I have not taken both Zofran and Claritin as I am tolerating the pain.  in my situation, I only noticed that my bones aches when I am lying down but when I am up and walking, not so much...well, I guess we all have different experiences.  
The Taxol will be given after the 4 cycles of A+A+C.  My taxol will be 12 weeks - once a week and the reason why its given on a weekly basis its because its given to you in smaller dosage and he said its more effective.  
I have to go in the lab every monday for tests in my blood, urine, kidney, etc. until I am done with Chemo.  
I am really happy for you, Moopy and Mimivac cuz you are almost done with your treatment.
Can I ask you a question?  I have been drinking lots of water right now (some people say at least 8 glasses of water a day)....Do I drink a lot for 3 -4 days after Chemo or drink a lot til Chemo ends.  Please advise.
Joy","Thank You Nell. I didnt know Femara treated more than the breast area.  I just know it put me in full menopause.
Sandy
",0
"I was wondering if anyone has had problems with their face breaking out.. As a side effect to cancer.  I am being treated for rosacea but the dermatologist wasn't sure that, that was what the rash was...I use the Metro Gel as ordered but it's not helping much.. I haven't had any cancer treatments yet so that can't be the cause.  I was wondering if anyone else has had a problem with their face breaking out while they had breast cancer and was it before treatments?  My face get very, very red and I get fluid filled blisters. I know that stress makes it worse. Why would I have any stress... right... lol  Wish I knew what to do with my face Dr's are at a loss... 
 God Bless!... Kathy","any experience with .. However, I just wanted you to know .. that I will keep you close in my heart -- positive vibes, and prayers for you.
Good luck ..  Maybe you can look back a page or two and see Butterflylvr's posting .. entitled .. 'The Radiation Room'.
Gentle Hugs,
Vicki Sam",0
"Kathy,
Your question is very timely, as I was thinking about posting to see if anyone else here struggles with rosacea.
Mine has nothing to do with cancer -- the redness started in my late 20s and got steadily worse through my 30s.  I saw a dermatologist and got diagnosed probably 3 or 4 years before I was diagnosed with breast cancer at 40.
I used Finacea (prescription topical cream) for 6 or 7 years, and it always worked well for me, even through cancer treatment 3 years ago.  It seemed to stop working as well about a year ago, and, a couple of months ago, I decided to get proactive about it and started seeing a different dermatologist.  She tried me on Metrogel first -- I tried it for 5 weeks, but it just didn't do much for me.  So now we're trying Oracea, which is a daily low-dose oral antibiotic.  I've only been on it for 4 days, so too early to tell!
The point is -- don't give up!  There are lots of treatments out there for rosacea.  If your dermatologist isn't suggesting other approaches, look for another dermatologist if you can.  When I was going through treatment, my dermatologist was so understanding that I really, REALLY needed to do things to help me feel good about myself and how I looked.
(And yes, stress most definitely is a trigger for me -- can't understand why you'd be under any stress right now, Kathy!) 
Traci","Hello my ladies,
I start radiation tomorrow - excited to use my other weapon. I just wanted to know if you worked during rad. And how long it took for your skin to go wild. Lastly, any suggestions on aloe products for skin care, please? I was told to use it everyday to protect my skin from getting burned.
Thank you!",0
"My rash started about 5yrs ago before my diagnoses.  But as your rash did, mine has also slowly got worse. What I was wondering is that my tumor was probably there 5yrs ago just not detected yet at the time the rash started.    And because the cancer is slow growing I thought maybe the stress of the cancer on my body may be contributing to the rash in the first place.  Just wondering... Kathy","any experience with .. However, I just wanted you to know .. that I will keep you close in my heart -- positive vibes, and prayers for you.
Good luck ..  Maybe you can look back a page or two and see Butterflylvr's posting .. entitled .. 'The Radiation Room'.
Gentle Hugs,
Vicki Sam",0
"Kathy,
Your question is very timely, as I was thinking about posting to see if anyone else here struggles with rosacea.
Mine has nothing to do with cancer -- the redness started in my late 20s and got steadily worse through my 30s.  I saw a dermatologist and got diagnosed probably 3 or 4 years before I was diagnosed with breast cancer at 40.
I used Finacea (prescription topical cream) for 6 or 7 years, and it always worked well for me, even through cancer treatment 3 years ago.  It seemed to stop working as well about a year ago, and, a couple of months ago, I decided to get proactive about it and started seeing a different dermatologist.  She tried me on Metrogel first -- I tried it for 5 weeks, but it just didn't do much for me.  So now we're trying Oracea, which is a daily low-dose oral antibiotic.  I've only been on it for 4 days, so too early to tell!
The point is -- don't give up!  There are lots of treatments out there for rosacea.  If your dermatologist isn't suggesting other approaches, look for another dermatologist if you can.  When I was going through treatment, my dermatologist was so understanding that I really, REALLY needed to do things to help me feel good about myself and how I looked.
(And yes, stress most definitely is a trigger for me -- can't understand why you'd be under any stress right now, Kathy!) 
Traci",:) Thank you Vicki.,0
"Hello all,
It has been months since I have been on because I was so frustrated with the chat being broken.  Just checked and it is up and running.  Is there a night or time for breast chat?  I have been in such a funk for several months that I have hidden within myself.  Take care, ","I had my nipple sparing bilateral mastectomy with expanders May 1st.  I pretty much weaned down to pain pill(s) at night at 3 weeks.  But I still take one at bedtime.  I had to go back to surgery June 20th.  Shortly after the May 1st surgery, I developed a fluid pocket in my armpit where 14 nodes were removed.  Then the tissue expander on that side started shifting towards the armpit.  Between the drains, which were in for 3 weeks, and the fluid and the shifting expander, I was miserable.
I had surgery on June 20th to move the expander back and also put a drain in the armpit, so I left with 2 drains which stayed in a little over a week.  I haven't even had a fill yet - my first one is tomorrow. I really feel more comfortable not wearing a bra - I don't really need one, it more for cosmetic purposes depending on what I'm wearing. But the insides of my arms down to the elbows are sensitive.  It does take time and everyone is different.  I don't like taking pain meds but my plastic surgeon has no problem and isn't surprised at all that I still need one at night.  Give yourself a major break - we've been through a lot!  Make sure you do your exercises, you don't want frozen shoulders. Stay strong, this too shall pass. ",0
"Hi survivor. There aren't really any specific times for breast cancer chats or or any other cancer chats.  All you need to do is go in the chat room.  Everyone goes there and if you have any questions about anything, you will find someone to help you.  If you are down or depressed about something they will help cheer you up. That room has been a Godsend to hundreds of people with cancer and even to those who are caregivers.  It is a great place to go if you need any help.  If you have any specific questions you can post it here on the discussion board and get several opinions or answers.
Hugs, Linda
","It is now 3 weeks after my bilateral mastectomy. The plastic surgeon put in expanders for reconstruction and my breasts feel so tender. I am not sure what hurts but I go off pain killers and get caught with nothing but lots of pain.
What is all the sensitivity? inside? outside? the expanders? If I change bras that helps, if I take them off that helps for a while, but it seems nothing works all the time.
Is this normal? Any other thoughts about what I might do to relieve discomfort or am I just in a big hurry and it takes time. Thanks",0
"Thanks Linda,
When there was chat several months ago, there was the regular one but on Tuesdays, there was a ""breast chat"" in Chat 1.  It was helpful when talking about body changes, meds, etc.  Use the message board is great but when on chat, it is like a connection with others and a ""sisterhood"" for immediate help.  The message board is fantastic but knowing on Tuesdays the chat was soooo helpful.  Take care, Angela
","I had my nipple sparing bilateral mastectomy with expanders May 1st.  I pretty much weaned down to pain pill(s) at night at 3 weeks.  But I still take one at bedtime.  I had to go back to surgery June 20th.  Shortly after the May 1st surgery, I developed a fluid pocket in my armpit where 14 nodes were removed.  Then the tissue expander on that side started shifting towards the armpit.  Between the drains, which were in for 3 weeks, and the fluid and the shifting expander, I was miserable.
I had surgery on June 20th to move the expander back and also put a drain in the armpit, so I left with 2 drains which stayed in a little over a week.  I haven't even had a fill yet - my first one is tomorrow. I really feel more comfortable not wearing a bra - I don't really need one, it more for cosmetic purposes depending on what I'm wearing. But the insides of my arms down to the elbows are sensitive.  It does take time and everyone is different.  I don't like taking pain meds but my plastic surgeon has no problem and isn't surprised at all that I still need one at night.  Give yourself a major break - we've been through a lot!  Make sure you do your exercises, you don't want frozen shoulders. Stay strong, this too shall pass. ",0
